order_id;customer_id;city;channel;order_date;items_sold;gross_revenue_eur
O202503010047;C0567;Marseille;web;2025-03-01;5;20.0
O202503010048;C0078;Nice;app;2025-03-01;1;24.9
O202503010049;C0733;Paris;web;2025-03-01;1;24.9
O202503010050;C0045;Bordeaux;web;2025-03-01;2;49.8
O202503010052;C0298;Toulouse;app;2025-03-01;4;16.0
O202503010053;C0350;Lyon;web;2025-03-01;5;25.0
O202503010054;C0222;Marseille;web;2025-03-01;5;37.5
O202503010056;C0736;Marseille;web;2025-03-01;2;19.8
O202503010058;C0409;Nantes;web;2025-03-01;1;9.9
O202503010059;C0411;Bordeaux;web;2025-03-01;3;74.69999999999999
O202503010060;C0160;Marseille;app;2025-03-01;2;49.8
O202503010061;C0590;Nantes;app;2025-03-01;5;12.5
O202503010062;C0698;Toulouse;web;2025-03-01;1;12.5
O202503010063;C0349;Marseille;web;2025-03-01;5;25.0
O202503010064;C0422;Marseille;web;2025-03-01;4;60.0
O202503010065;C0137;Bordeaux;web;2025-03-01;1;19.9
O202503010066;C0785;Marseille;app;2025-03-01;4;30.0
O202503010067;C0288;Lyon;app;2025-03-01;2;19.8
O202503010068;C0340;Toulouse;app;2025-03-01;3;74.69999999999999
O202503010069;C0149;Marseille;web;2025-03-01;3;74.69999999999999
O202503010070;C0189;Lille;web;2025-03-01;2;5.0
O202503010072;C0382;Bordeaux;app;2025-03-01;1;2.5
O202503010073;C0683;Marseille;app;2025-03-01;4;99.6
O202503010075;C0579;Nice;web;2025-03-01;5;12.5
O202503010076;C0427;Marseille;app;2025-03-01;1;7.5
O202503010077;C0232;Toulouse;web;2025-03-01;1;15.0
O202503010078;C0197;Lyon;app;2025-03-01;2;5.0
O202503010079;C0016;Lille;web;2025-03-01;5;37.5
O202503010080;C0740;Nice;app;2025-03-01;5;49.5
O202503010081;C0116;Nice;web;2025-03-01;2;30.0
O202503010082;C0190;Lyon;app;2025-03-01;3;59.699999999999996
O202503010084;C0696;Nice;app;2025-03-01;5;99.5
O202503010085;C0480;Lyon;web;2025-03-01;4;39.6
O202503010087;C0649;Lyon;web;2025-03-01;1;8.0
O202503010090;C0349;Marseille;web;2025-03-01;5;49.5
O202503010091;C0327;Nice;web;2025-03-01;3;22.5
O202503010093;C0140;Bordeaux;web;2025-03-01;2;19.8
O202503010094;C0425;Lille;app;2025-03-01;4;32.0
O202503010096;C0634;Lille;web;2025-03-01;5;75.0
O202503010097;C0103;Marseille;app;2025-03-01;5;25.0
O202503010099;C0511;Toulouse;app;2025-03-01;3;7.5
O202503010100;C0643;Bordeaux;app;2025-03-01;2;19.8
O202503020001;C0005;Lyon;web;2025-03-02;5;124.5
O202503020002;C0450;Nantes;app;2025-03-02;2;5.0
O202503020003;C0310;Nice;web;2025-03-02;4;16.0
O202503020004;C0034;Nantes;web;2025-03-02;5;124.5
O202503020005;C0441;Nantes;app;2025-03-02;1;15.0
O202503020006;C0539;Paris;web;2025-03-02;3;45.0
O202503020007;C0080;Bordeaux;web;2025-03-02;2;5.0
O202503020009;C0147;Nice;app;2025-03-02;2;8.0
O202503020010;C0765;Nice;app;2025-03-02;4;39.6
O202503020011;C0694;Bordeaux;web;2025-03-02;4;39.6
O202503020012;C0541;Lille;web;2025-03-02;4;20.0
O202503020013;C0439;Lyon;app;2025-03-02;3;29.700000000000003
O202503020014;C0749;Lille;web;2025-03-02;4;79.6
O202503020016;C0506;Nice;app;2025-03-02;4;50.0
O202503020017;C0593;Nice;app;2025-03-02;2;19.8
O202503020018;C0082;Paris;app;2025-03-02;1;4.0
O202503020019;C0010;Bordeaux;web;2025-03-02;3;37.5
O202503020020;C0772;Lyon;web;2025-03-02;1;19.9
O202503020021;C0531;Nantes;app;2025-03-02;4;32.0
O202503020022;C0306;Toulouse;web;2025-03-02;2;25.0
O202503020023;C0476;Lille;app;2025-03-02;4;79.6
O202503020025;C0739;Marseille;app;2025-03-02;2;10.0
O202503020026;C0098;Marseille;app;2025-03-02;3;45.0
O202503020027;C0458;Toulouse;app;2025-03-02;3;29.700000000000003
O202503020028;C0034;Nantes;app;2025-03-02;5;20.0
O202503020029;C0412;Toulouse;web;2025-03-02;5;99.5
O202503020030;C0509;Nantes;app;2025-03-02;2;30.0
O202503020032;C0673;Lille;app;2025-03-02;2;19.8
O202503020034;C0492;Nantes;web;2025-03-02;2;30.0
O202503020035;C0168;Lyon;web;2025-03-02;5;37.5
O202503020036;C0501;Nice;web;2025-03-02;3;7.5
O202503020039;C0251;Lille;web;2025-03-02;2;15.0
O202503020042;C0697;Nantes;app;2025-03-02;3;22.5
O202503020043;C0602;Paris;web;2025-03-02;4;39.6
O202503020044;C0114;Paris;app;2025-03-02;3;59.699999999999996
O202503020045;C0248;Marseille;web;2025-03-02;4;32.0
O202503020046;C0167;Bordeaux;web;2025-03-02;4;99.6
O202503020047;C0257;Bordeaux;app;2025-03-02;3;37.5
O202503020049;C0019;Bordeaux;web;2025-03-02;3;59.699999999999996
O202503020051;C0727;Nice;app;2025-03-02;4;10.0
O202503020052;C0064;Toulouse;web;2025-03-02;5;40.0
O202503020053;C0449;Marseille;app;2025-03-02;4;60.0
O202503020054;C0687;Toulouse;app;2025-03-02;4;79.6
O202503020055;C0581;Lyon;app;2025-03-02;5;20.0
O202503020057;C0068;Nice;web;2025-03-02;2;49.8
O202503020058;C0135;Paris;web;2025-03-02;2;15.0
O202503020059;C0333;Bordeaux;web;2025-03-02;5;12.5
O202503020060;C0544;Lille;app;2025-03-02;2;5.0
O202503020061;C0275;Nice;app;2025-03-02;1;12.5
O202503020062;C0603;Paris;app;2025-03-02;3;12.0
O202503020064;C0774;Nice;web;2025-03-02;2;25.0
O202503020065;C0657;Lille;web;2025-03-02;3;12.0
O202503020066;C0158;Nantes;app;2025-03-02;3;45.0
O202503020067;C0132;Paris;app;2025-03-02;3;7.5
O202503020068;C0750;Paris;web;2025-03-02;1;7.5
O202503020069;C0089;Paris;web;2025-03-02;5;99.5
O202503020070;C0130;Nantes;app;2025-03-02;1;15.0
O202503020071;C0668;Bordeaux;app;2025-03-02;4;99.6
O202503020073;C0225;Lyon;app;2025-03-02;2;30.0
O202503020074;C0109;Marseille;web;2025-03-02;1;19.9
O202503020075;C0628;Lyon;app;2025-03-02;1;19.9
O202503020076;C0628;Lyon;web;2025-03-02;2;8.0
O202503020077;C0281;Bordeaux;web;2025-03-02;5;49.5
O202503020078;C0216;Nantes;web;2025-03-02;1;5.0
O202503020079;C0259;Lille;app;2025-03-02;2;30.0
O202503020080;C0237;Nantes;web;2025-03-02;1;19.9
O202503020082;C0224;Bordeaux;app;2025-03-02;1;5.0
O202503020083;C0672;Toulouse;web;2025-03-02;1;4.0
O202503020084;C0461;Lyon;app;2025-03-02;2;30.0
O202503020085;C0687;Toulouse;web;2025-03-02;2;49.8
O202503020086;C0270;Paris;web;2025-03-02;3;12.0
O202503020087;C0229;Toulouse;app;2025-03-02;3;59.699999999999996
O202503020088;C0171;Lille;app;2025-03-02;1;7.5
O202503020089;C0031;Nantes;web;2025-03-02;4;16.0
O202503020090;C0245;Nice;web;2025-03-02;2;49.8
O202503020091;C0489;Bordeaux;web;2025-03-02;3;12.0
O202503020093;C0374;Bordeaux;web;2025-03-02;2;15.0
O202503020094;C0197;Lyon;web;2025-03-02;1;5.0
O202503020095;C0496;Toulouse;app;2025-03-02;2;15.0
O202503020096;C0774;Nice;app;2025-03-02;1;24.9
O202503020097;C0576;Lyon;web;2025-03-02;3;7.5
O202503020098;C0464;Nantes;web;2025-03-02;3;37.5
O202503020099;C0073;Bordeaux;app;2025-03-02;4;32.0
O202503020100;C0670;Toulouse;app;2025-03-02;1;24.9
O202503030001;C0422;Marseille;web;2025-03-03;4;30.0
O202503030002;C0010;Bordeaux;web;2025-03-03;2;25.0
O202503030003;C0131;Toulouse;web;2025-03-03;2;25.0
O202503030004;C0662;Lille;app;2025-03-03;4;39.6
O202503030006;C0016;Lille;web;2025-03-03;2;8.0
O202503030007;C0005;Lyon;web;2025-03-03;1;4.0
O202503030008;C0204;Lille;app;2025-03-03;4;60.0
O202503030011;C0464;Nantes;web;2025-03-03;4;20.0
O202503030012;C0032;Nice;app;2025-03-03;4;99.6
O202503030013;C0268;Bordeaux;app;2025-03-03;3;37.5
O202503030014;C0527;Lille;web;2025-03-03;2;19.8
O202503030015;C0496;Toulouse;web;2025-03-03;4;50.0
O202503030016;C0286;Toulouse;web;2025-03-03;5;12.5
O202503030017;C0071;Paris;web;2025-03-03;1;2.5
O202503030018;C0397;Lyon;web;2025-03-03;5;20.0
O202503030019;C0190;Lyon;web;2025-03-03;2;30.0
O202503030020;C0526;Toulouse;app;2025-03-03;3;22.5
O202503030022;C0251;Lille;web;2025-03-03;5;49.5
O202503030023;C0177;Paris;web;2025-03-03;4;60.0
O202503030025;C0531;Nantes;web;2025-03-03;2;19.8
O202503030028;C0310;Nice;app;2025-03-03;2;49.8
O202503030029;C0575;Nice;web;2025-03-03;1;7.5
O202503030030;C0647;Marseille;web;2025-03-03;3;22.5
O202503030031;C0243;Bordeaux;web;2025-03-03;5;20.0
O202503030032;C0435;Nice;web;2025-03-03;4;20.0
O202503030033;C0176;Paris;web;2025-03-03;2;25.0
O202503030034;C0224;Bordeaux;app;2025-03-03;3;15.0
O202503030035;C0451;Nantes;web;2025-03-03;5;25.0
O202503030036;C0402;Nice;web;2025-03-03;4;39.6
O202503030037;C0730;Lille;web;2025-03-03;2;19.8
O202503030038;C0409;Nantes;web;2025-03-03;5;99.5
O202503030042;C0041;Nice;app;2025-03-03;2;49.8
O202503030043;C0309;Nice;web;2025-03-03;3;15.0
O202503030044;C0166;Marseille;app;2025-03-03;1;12.5
O202503030045;C0026;Lille;app;2025-03-03;5;124.5
O202503030046;C0035;Nantes;web;2025-03-03;1;24.9
O202503030047;C0005;Lyon;app;2025-03-03;4;50.0
O202503030048;C0386;Nice;web;2025-03-03;5;40.0
O202503030050;C0263;Lyon;app;2025-03-03;4;32.0
O202503030051;C0671;Lyon;web;2025-03-03;5;40.0
O202503030052;C0386;Nice;web;2025-03-03;1;4.0
O202503030053;C0777;Nice;app;2025-03-03;2;15.0
O202503030054;C0790;Nice;app;2025-03-03;4;60.0
O202503030055;C0475;Paris;app;2025-03-03;1;19.9
O202503030056;C0275;Nice;app;2025-03-03;1;9.9
O202503030057;C0339;Lille;app;2025-03-03;2;30.0
O202503030058;C0292;Nantes;app;2025-03-03;2;39.8
O202503030061;C0692;Marseille;web;2025-03-03;3;59.699999999999996
O202503030062;C0368;Paris;web;2025-03-03;2;8.0
O202503030063;C0589;Marseille;app;2025-03-03;1;7.5
O202503030064;C0243;Bordeaux;web;2025-03-03;5;62.5
O202503030065;C0488;Paris;app;2025-03-03;5;25.0
O202503030066;C0347;Lille;web;2025-03-03;2;10.0
O202503030067;C0041;Nice;web;2025-03-03;2;15.0
O202503030069;C0644;Lyon;app;2025-03-03;1;15.0
O202503030072;C0442;Paris;app;2025-03-03;4;16.0
O202503030073;C0004;Bordeaux;web;2025-03-03;3;59.699999999999996
O202503030074;C0346;Lille;web;2025-03-03;5;25.0
O202503030075;C0644;Lyon;app;2025-03-03;5;99.5
O202503030077;C0420;Nice;app;2025-03-03;3;45.0
O202503030078;C0202;Toulouse;web;2025-03-03;4;32.0
O202503030082;C0617;Lyon;web;2025-03-03;3;37.5
O202503030083;C0410;Nice;web;2025-03-03;2;25.0
O202503030085;C0094;Marseille;app;2025-03-03;3;59.699999999999996
O202503030086;C0367;Lyon;app;2025-03-03;1;24.9
O202503030087;C0117;Paris;app;2025-03-03;1;5.0
O202503030089;C0484;Marseille;web;2025-03-03;5;25.0
O202503030091;C0688;Paris;web;2025-03-03;4;79.6
O202503030093;C0706;Toulouse;web;2025-03-03;3;74.69999999999999
O202503030094;C0719;Paris;web;2025-03-03;5;40.0
O202503030095;C0094;Marseille;app;2025-03-03;4;30.0
O202503030096;C0451;Nantes;app;2025-03-03;3;37.5
O202503030097;C0356;Lyon;app;2025-03-03;2;25.0
O202503030098;C0203;Toulouse;app;2025-03-03;1;15.0
O202503030100;C0690;Toulouse;web;2025-03-03;5;25.0
O202503040001;C0498;Nice;app;2025-03-04;5;20.0
O202503040003;C0564;Nice;web;2025-03-04;2;8.0
O202503040004;C0001;Nantes;app;2025-03-04;4;16.0
O202503040005;C0464;Nantes;web;2025-03-04;3;37.5
O202503040006;C0694;Bordeaux;app;2025-03-04;4;50.0
O202503040007;C0122;Paris;web;2025-03-04;4;20.0
O202503040009;C0533;Bordeaux;web;2025-03-04;1;8.0
O202503040011;C0455;Bordeaux;app;2025-03-04;4;50.0
O202503040012;C0601;Lyon;web;2025-03-04;4;99.6
O202503040013;C0153;Toulouse;web;2025-03-04;1;2.5
O202503040014;C0680;Bordeaux;web;2025-03-04;4;32.0
O202503040015;C0020;Marseille;web;2025-03-04;2;39.8
O202503040016;C0084;Nantes;web;2025-03-04;4;60.0
O202503040017;C0100;Nantes;web;2025-03-04;1;24.9
O202503040018;C0602;Paris;web;2025-03-04;3;45.0
O202503040019;C0325;Lyon;web;2025-03-04;3;74.69999999999999
O202503040020;C0264;Bordeaux;web;2025-03-04;2;8.0
O202503040021;C0683;Marseille;app;2025-03-04;4;20.0
O202503040022;C0471;Paris;app;2025-03-04;2;10.0
O202503040023;C0105;Lyon;web;2025-03-04;3;12.0
O202503040025;C0460;Lille;web;2025-03-04;5;12.5
O202503040026;C0601;Lyon;web;2025-03-04;3;37.5
O202503040029;C0493;Nice;web;2025-03-04;1;24.9
O202503040030;C0059;Paris;app;2025-03-04;3;7.5
O202503040031;C0383;Marseille;app;2025-03-04;3;37.5
O202503040032;C0068;Nice;web;2025-03-04;4;16.0
O202503040033;C0432;Marseille;app;2025-03-04;5;75.0
O202503040034;C0315;Marseille;app;2025-03-04;4;79.6
O202503040035;C0595;Toulouse;app;2025-03-04;3;7.5
O202503040036;C0727;Nice;web;2025-03-04;2;25.0
O202503040038;C0001;Nantes;web;2025-03-04;1;5.0
O202503040039;C0499;Lyon;app;2025-03-04;1;8.0
O202503040040;C0336;Paris;app;2025-03-04;5;75.0
O202503040043;C0771;Nantes;app;2025-03-04;2;30.0
O202503040044;C0420;Nice;app;2025-03-04;5;62.5
O202503040045;C0131;Toulouse;app;2025-03-04;1;7.5
O202503040046;C0092;Marseille;app;2025-03-04;4;32.0
O202503040047;C0741;Paris;web;2025-03-04;5;25.0
O202503040048;C0637;Marseille;web;2025-03-04;1;8.0
O202503040050;C0642;Toulouse;app;2025-03-04;4;10.0
O202503040051;C0306;Toulouse;web;2025-03-04;1;5.0
O202503040052;C0706;Toulouse;app;2025-03-04;2;39.8
O202503040053;C0413;Marseille;app;2025-03-04;2;10.0
O202503040054;C0670;Toulouse;web;2025-03-04;3;59.699999999999996
O202503040056;C0388;Nantes;web;2025-03-04;3;45.0
O202503040057;C0712;Paris;web;2025-03-04;5;37.5
O202503040059;C0311;Marseille;app;2025-03-04;5;49.5
O202503040060;C0526;Toulouse;web;2025-03-04;1;19.9
O202503040061;C0793;Toulouse;app;2025-03-04;4;39.6
O202503040062;C0242;Bordeaux;web;2025-03-04;5;75.0
O202503040063;C0642;Toulouse;web;2025-03-04;3;7.5
O202503040064;C0358;Toulouse;web;2025-03-04;5;25.0
O202503040066;C0103;Marseille;app;2025-03-04;1;12.5
O202503040068;C0540;Lyon;app;2025-03-04;4;99.6
O202503040069;C0652;Nantes;app;2025-03-04;4;10.0
O202503040071;C0664;Bordeaux;web;2025-03-04;1;4.0
O202503040072;C0186;Bordeaux;app;2025-03-04;4;32.0
O202503040073;C0610;Marseille;web;2025-03-04;2;19.8
O202503040074;C0529;Lille;web;2025-03-04;1;15.0
O202503040075;C0575;Nice;app;2025-03-04;3;74.69999999999999
O202503040076;C0038;Nice;web;2025-03-04;3;7.5
O202503040077;C0240;Marseille;web;2025-03-04;4;20.0
O202503040079;C0187;Nantes;web;2025-03-04;4;99.6
O202503040080;C0513;Bordeaux;web;2025-03-04;2;10.0
O202503040082;C0778;Nantes;app;2025-03-04;3;7.5
O202503040083;C0538;Bordeaux;app;2025-03-04;3;45.0
O202503040086;C0265;Nice;app;2025-03-04;4;79.6
O202503040087;C0313;Bordeaux;app;2025-03-04;3;12.0
O202503040088;C0045;Bordeaux;web;2025-03-04;3;22.5
O202503040089;C0140;Bordeaux;web;2025-03-04;1;2.5
O202503040090;C0147;Nice;web;2025-03-04;1;19.9
O202503040091;C0457;Bordeaux;app;2025-03-04;3;59.699999999999996
O202503040092;C0468;Toulouse;web;2025-03-04;1;5.0
O202503040094;C0468;Toulouse;app;2025-03-04;5;20.0
O202503040095;C0461;Lyon;app;2025-03-04;2;25.0
O202503040096;C0542;Nantes;web;2025-03-04;5;20.0
O202503040098;C0312;Paris;app;2025-03-04;5;75.0
O202503040099;C0408;Paris;app;2025-03-04;4;16.0
O202503040100;C0410;Nice;app;2025-03-04;5;99.5
O202503050002;C0294;Toulouse;app;2025-03-05;3;74.69999999999999
O202503050003;C0520;Lille;web;2025-03-05;3;74.69999999999999
O202503050004;C0358;Toulouse;app;2025-03-05;3;24.0
O202503050005;C0107;Bordeaux;app;2025-03-05;5;12.5
O202503050007;C0347;Lille;app;2025-03-05;1;15.0
O202503050008;C0242;Bordeaux;app;2025-03-05;4;32.0
O202503050009;C0059;Paris;app;2025-03-05;4;99.6
O202503050010;C0558;Paris;web;2025-03-05;1;24.9
O202503050012;C0102;Bordeaux;app;2025-03-05;2;25.0
O202503050013;C0100;Nantes;web;2025-03-05;2;19.8
O202503050014;C0086;Lille;web;2025-03-05;2;30.0
O202503050015;C0401;Marseille;web;2025-03-05;3;29.700000000000003
O202503050016;C0474;Nantes;web;2025-03-05;1;19.9
O202503050017;C0329;Toulouse;web;2025-03-05;4;79.6
O202503050018;C0765;Nice;app;2025-03-05;1;5.0
O202503050019;C0785;Marseille;app;2025-03-05;1;15.0
O202503050021;C0545;Toulouse;web;2025-03-05;1;19.9
O202503050022;C0239;Lyon;app;2025-03-05;4;20.0
O202503050023;C0509;Nantes;web;2025-03-05;4;30.0
O202503050024;C0347;Lille;app;2025-03-05;1;4.0
O202503050026;C0635;Paris;app;2025-03-05;3;15.0
O202503050027;C0522;Nice;web;2025-03-05;3;74.69999999999999
O202503050029;C0266;Toulouse;app;2025-03-05;2;19.8
O202503050030;C0270;Paris;web;2025-03-05;5;75.0
O202503050031;C0126;Marseille;app;2025-03-05;5;37.5
O202503050032;C0017;Paris;web;2025-03-05;4;39.6
O202503050034;C0713;Bordeaux;web;2025-03-05;2;25.0
O202503050036;C0432;Marseille;app;2025-03-05;5;12.5
O202503050037;C0408;Paris;app;2025-03-05;1;15.0
O202503050039;C0357;Toulouse;app;2025-03-05;2;30.0
O202503050040;C0212;Lille;app;2025-03-05;4;99.6
O202503050042;C0502;Nice;app;2025-03-05;5;37.5
O202503050043;C0561;Lyon;app;2025-03-05;1;4.0
O202503050044;C0509;Nantes;web;2025-03-05;2;15.0
O202503050045;C0052;Toulouse;web;2025-03-05;5;124.5
O202503050046;C0736;Marseille;app;2025-03-05;2;25.0
O202503050047;C0186;Bordeaux;web;2025-03-05;1;4.0
O202503050048;C0734;Nantes;web;2025-03-05;4;39.6
O202503050050;C0640;Bordeaux;app;2025-03-05;1;4.0
O202503050051;C0790;Nice;web;2025-03-05;1;8.0
O202503050052;C0388;Nantes;web;2025-03-05;4;10.0
O202503050053;C0445;Nantes;app;2025-03-05;5;49.5
O202503050054;C0268;Bordeaux;app;2025-03-05;1;8.0
O202503050055;C0030;Toulouse;web;2025-03-05;3;15.0
O202503050056;C0696;Nice;app;2025-03-05;4;39.6
O202503050057;C0033;Bordeaux;app;2025-03-05;4;60.0
O202503050058;C0561;Lyon;web;2025-03-05;1;9.9
O202503050059;C0612;Bordeaux;web;2025-03-05;4;79.6
O202503050060;C0617;Lyon;web;2025-03-05;1;8.0
O202503050061;C0595;Toulouse;app;2025-03-05;5;49.5
O202503050063;C0504;Bordeaux;web;2025-03-05;3;24.0
O202503050065;C0681;Nantes;web;2025-03-05;3;24.0
O202503050066;C0074;Toulouse;app;2025-03-05;2;49.8
O202503050069;C0348;Marseille;web;2025-03-05;3;12.0
O202503050070;C0126;Marseille;app;2025-03-05;5;37.5
O202503050071;C0710;Marseille;app;2025-03-05;5;124.5
O202503050072;C0015;Paris;web;2025-03-05;5;99.5
O202503050073;C0645;Lille;app;2025-03-05;2;16.0
O202503050074;C0546;Nantes;app;2025-03-05;5;75.0
O202503050075;C0141;Lyon;app;2025-03-05;4;50.0
O202503050076;C0356;Lyon;web;2025-03-05;2;19.8
O202503050077;C0598;Toulouse;app;2025-03-05;3;12.0
O202503050078;C0718;Lille;app;2025-03-05;5;75.0
O202503050079;C0259;Lille;web;2025-03-05;4;20.0
O202503050080;C0294;Toulouse;web;2025-03-05;2;39.8
O202503050082;C0668;Bordeaux;app;2025-03-05;2;15.0
O202503050083;C0556;Marseille;app;2025-03-05;5;12.5
O202503050084;C0192;Paris;web;2025-03-05;2;49.8
O202503050086;C0044;Nice;app;2025-03-05;4;99.6
O202503050087;C0700;Paris;web;2025-03-05;1;4.0
O202503050088;C0299;Paris;web;2025-03-05;2;30.0
O202503050089;C0543;Lyon;web;2025-03-05;3;37.5
O202503050090;C0027;Nantes;app;2025-03-05;4;20.0
O202503050092;C0371;Lyon;app;2025-03-05;3;15.0
O202503050094;C0622;Lyon;web;2025-03-05;4;10.0
O202503050095;C0479;Marseille;web;2025-03-05;4;16.0
O202503050096;C0133;Lyon;web;2025-03-05;3;7.5
O202503050098;C0333;Bordeaux;app;2025-03-05;3;59.699999999999996
O202503050099;C0245;Nice;app;2025-03-05;3;7.5
O202503060002;C0780;Bordeaux;app;2025-03-06;4;20.0
O202503060003;C0729;Nantes;web;2025-03-06;1;19.9
O202503060004;C0531;Nantes;app;2025-03-06;1;19.9
O202503060005;C0063;Lyon;web;2025-03-06;5;62.5
O202503060006;C0264;Bordeaux;app;2025-03-06;1;2.5
O202503060007;C0424;Lille;web;2025-03-06;1;2.5
O202503060008;C0095;Nice;web;2025-03-06;4;20.0
O202503060010;C0617;Lyon;app;2025-03-06;1;5.0
O202503060011;C0743;Paris;web;2025-03-06;5;124.5
O202503060012;C0247;Marseille;app;2025-03-06;4;16.0
O202503060013;C0521;Nice;web;2025-03-06;1;24.9
O202503060014;C0243;Bordeaux;web;2025-03-06;1;9.9
O202503060015;C0396;Nantes;web;2025-03-06;5;99.5
O202503060016;C0522;Nice;web;2025-03-06;4;16.0
O202503060017;C0421;Paris;app;2025-03-06;2;16.0
O202503060018;C0113;Bordeaux;app;2025-03-06;3;45.0
O202503060020;C0256;Lyon;web;2025-03-06;1;8.0
O202503060022;C0179;Nice;app;2025-03-06;2;10.0
O202503060023;C0002;Toulouse;web;2025-03-06;5;25.0
O202503060024;C0783;Lyon;web;2025-03-06;2;5.0
O202503060025;C0748;Bordeaux;web;2025-03-06;1;15.0
O202503060026;C0579;Nice;app;2025-03-06;4;10.0
O202503060027;C0527;Lille;web;2025-03-06;2;49.8
O202503060028;C0612;Bordeaux;web;2025-03-06;3;74.69999999999999
O202503060029;C0092;Marseille;app;2025-03-06;4;16.0
O202503060032;C0095;Nice;web;2025-03-06;5;99.5
O202503060033;C0028;Lille;app;2025-03-06;1;24.9
O202503060034;C0431;Marseille;app;2025-03-06;1;12.5
O202503060035;C0094;Marseille;app;2025-03-06;2;19.8
O202503060036;C0153;Toulouse;app;2025-03-06;5;49.5
O202503060037;C0287;Lyon;app;2025-03-06;4;60.0
O202503060038;C0540;Lyon;app;2025-03-06;3;37.5
O202503060039;C0603;Paris;web;2025-03-06;2;25.0
O202503060041;C0697;Nantes;app;2025-03-06;1;9.9
O202503060042;C0337;Lyon;app;2025-03-06;5;37.5
O202503060043;C0052;Toulouse;web;2025-03-06;4;99.6
O202503060045;C0109;Marseille;app;2025-03-06;3;22.5
O202503060046;C0610;Marseille;app;2025-03-06;3;12.0
O202503060047;C0726;Lille;web;2025-03-06;3;22.5
O202503060048;C0580;Bordeaux;web;2025-03-06;4;32.0
O202503060050;C0702;Nantes;app;2025-03-06;3;15.0
O202503060051;C0134;Paris;web;2025-03-06;1;19.9
O202503060052;C0019;Bordeaux;web;2025-03-06;4;10.0
O202503060054;C0723;Toulouse;web;2025-03-06;5;75.0
O202503060055;C0236;Lyon;web;2025-03-06;5;20.0
O202503060056;C0152;Paris;app;2025-03-06;3;59.699999999999996
O202503060057;C0395;Nantes;web;2025-03-06;5;12.5
O202503060058;C0277;Paris;app;2025-03-06;5;12.5
O202503060059;C0291;Lille;web;2025-03-06;4;20.0
O202503060060;C0022;Nice;web;2025-03-06;1;24.9
O202503060062;C0734;Nantes;app;2025-03-06;2;8.0
O202503060063;C0145;Bordeaux;app;2025-03-06;1;5.0
O202503060065;C0216;Nantes;web;2025-03-06;3;37.5
O202503060066;C0585;Lille;web;2025-03-06;4;10.0
O202503060067;C0558;Paris;app;2025-03-06;3;45.0
O202503060068;C0695;Nice;web;2025-03-06;1;8.0
O202503060070;C0225;Lyon;app;2025-03-06;3;74.69999999999999
O202503060072;C0434;Lyon;app;2025-03-06;4;99.6
O202503060073;C0258;Nice;app;2025-03-06;5;25.0
O202503060074;C0435;Nice;web;2025-03-06;3;12.0
O202503060076;C0113;Bordeaux;web;2025-03-06;2;30.0
O202503060077;C0469;Bordeaux;app;2025-03-06;4;79.6
O202503060078;C0713;Bordeaux;web;2025-03-06;5;62.5
O202503060079;C0292;Nantes;app;2025-03-06;5;20.0
O202503060081;C0570;Marseille;web;2025-03-06;2;25.0
