date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-03;Lyon;app;6;5;17;246.40;-18.61;227.79
2025-03-03;Lyon;web;5;5;16;131.50;-18.10;113.40
2025-03-03;Marseille;app;4;3;9;109.70;-11.52;98.18
2025-03-03;Marseille;web;4;4;15;137.20;-34.06;103.14
2025-03-03;Nantes;app;2;2;5;77.30;-12.08;65.22
2025-03-03;Nantes;web;5;5;17;189.20;0.00;189.20
2025-03-03;Nice;app;7;7;18;329.10;-15.89;313.21
2025-03-03;Nice;web;8;7;22;166.10;-32.40;133.70
2025-03-03;Paris;app;4;4;11;65.90;-22.39;43.51
2025-03-03;Paris;web;6;6;18;215.10;-12.47;202.63
2025-03-03;Toulouse;app;2;2;4;37.50;-5.49;32.01
2025-03-03;Toulouse;web;6;6;23;219.20;-15.35;203.85
2025-03-04;Bordeaux;app;6;6;21;248.70;-47.55;201.15
2025-03-04;Bordeaux;web;8;8;19;162.00;-41.79;120.21
2025-03-04;Lille;web;2;2;6;27.50;0.00;27.50
2025-03-04;Lyon;app;3;3;7;132.60;-5.61;126.99
2025-03-04;Lyon;web;4;3;13;223.80;-25.09;198.71
2025-03-04;Marseille;app;8;8;28;316.10;-50.10;266.00
2025-03-04;Marseille;web;4;4;9;87.60;-3.84;83.76
2025-03-04;Nantes;app;4;4;13;63.50;0.00;63.50
2025-03-04;Nantes;web;7;7;21;292.00;-5.42;286.58
2025-03-04;Nice;app;5;5;22;336.30;0.00;336.30
2025-03-04;Nice;web;6;6;13;101.30;-39.73;61.57
2025-03-04;Paris;app;5;5;19;183.50;-9.86;173.64
2025-03-04;Paris;web;4;4;17;127.50;-8.18;119.32
2025-03-04;Toulouse;app;6;6;19;124.40;0.00;124.40
2025-03-04;Toulouse;web;7;7;15;124.60;-14.52;110.08
2025-03-05;Bordeaux;app;8;8;22;216.20;0.00;216.20
2025-03-05;Bordeaux;web;4;4;10;132.60;0.00;132.60
2025-03-05;Lille;app;5;4;13;209.60;-38.81;170.79
2025-03-05;Lille;web;3;3;9;124.70;-20.49;104.21
2025-03-05;Lyon;app;4;4;12;89.00;-27.24;61.76
2025-03-05;Lyon;web;6;6;14;92.70;-26.41;66.29
2025-03-05;Marseille;app;7;6;28;264.50;-21.61;242.89
2025-03-05;Marseille;web;3;3;10;57.70;-43.51;14.19
2025-03-05;Nantes;app;3;3;14;144.50;-21.69;122.81
2025-03-05;Nantes;web;7;6;20;158.30;-15.43;142.87
2025-03-05;Nice;app;5;5;17;189.20;0.00;189.20
2025-03-05;Nice;web;2;2;4;82.70;0.00;82.70
2025-03-05;Paris;app;3;3;8;129.60;-11.40;118.20
2025-03-05;Paris;web;7;7;20;322.80;-19.19;303.61
2025-03-05;Toulouse;app;7;7;20;259.80;-48.09;211.71
2025-03-05;Toulouse;web;5;5;15;278.80;-6.76;272.04
2025-03-06;Bordeaux;app;8;8;24;289.00;-54.43;234.57
2025-03-06;Bordeaux;web;7;7;20;234.10;-30.84;203.26
2025-03-06;Lille;app;2;2;4;36.90;0.00;36.90
2025-03-06;Lille;web;6;5;19;204.30;-21.86;182.44
2025-03-06;Lyon;app;7;7;25;389.30;-8.90;380.40
2025-03-06;Lyon;web;4;4;13;95.50;-10.37;85.13
2025-03-06;Marseille;app;7;7;22;198.30;0.00;198.30
2025-03-06;Marseille;web;1;1;2;25.00;0.00;25.00
2025-03-06;Nantes;app;5;5;12;72.80;-36.39;36.41
2025-03-06;Nantes;web;4;4;14;169.40;0.00;169.40
2025-03-06;Nice;app;4;4;12;69.90;0.00;69.90
2025-03-06;Nice;web;9;8;25;259.90;-7.11;252.79
2025-03-06;Paris;app;4;4;13;133.20;0.00;133.20
2025-03-06;Paris;web;5;5;10;189.90;0.00;189.90
2025-03-06;Toulouse;app;3;3;12;120.00;-11.97;108.03
2025-03-06;Toulouse;web;3;3;14;199.60;-19.64;179.96
2025-03-07;Bordeaux;app;4;4;13;146.00;0.00;146.00
2025-03-07;Bordeaux;web;4;4;7;115.60;-9.45;106.15
2025-03-07;Lille;app;5;5;16;184.60;0.00;184.60
2025-03-07;Lille;web;9;9;32;336.90;-54.99;281.91
2025-03-07;Lyon;app;9;9;27;223.70;0.00;223.70
2025-03-07;Lyon;web;5;5;16;197.20;-14.93;182.27
2025-03-07;Marseille;app;4;4;11;64.50;-18.11;46.39
2025-03-07;Marseille;web;7;7;20;144.70;-5.82;138.88
2025-03-07;Nantes;app;4;3;14;147.10;0.00;147.10
2025-03-07;Nantes;web;3;3;5;61.00;0.00;61.00
2025-03-07;Nice;web;3;3;11;92.50;-14.54;77.96
2025-03-07;Paris;app;8;8;19;162.30;-45.16;117.14
2025-03-07;Paris;web;5;5;12;174.40;-7.98;166.42
2025-03-07;Toulouse;app;6;5;13;147.40;-6.48;140.92
2025-03-07;Toulouse;web;5;5;17;166.90;-20.60;146.30
2025-03-08;Bordeaux;app;5;5;13;248.60;0.00;248.60
2025-03-08;Bordeaux;web;8;8;20;215.00;-38.19;176.81
2025-03-08;Lille;app;1;1;3;45.00;0.00;45.00
2025-03-08;Lille;web;6;6;19;235.40;-44.20;191.20
2025-03-08;Lyon;app;4;3;12;105.90;-8.51;97.39
2025-03-08;Lyon;web;4;4;14;114.70;-3.56;111.14
2025-03-08;Marseille;app;4;4;17;245.10;-33.66;211.44
2025-03-08;Marseille;web;6;6;15;178.00;-18.55;159.45
2025-03-08;Nantes;app;4;4;14;218.70;-10.81;207.89
2025-03-08;Nantes;web;6;5;17;169.60;0.00;169.60
2025-03-08;Nice;app;4;4;12;55.00;-8.65;46.35
2025-03-08;Nice;web;6;6;14;179.80;-31.34;148.46
2025-03-08;Paris;app;4;4;10;58.90;-42.41;16.49
2025-03-08;Paris;web;7;7;22;124.50;-42.39;82.11
2025-03-08;Toulouse;app;6;6;12;192.10;-35.14;156.96
2025-03-08;Toulouse;web;3;3;7;54.90;-9.85;45.05
2025-03-09;Bordeaux;app;2;2;9;135.00;-4.24;130.76
2025-03-09;Bordeaux;web;4;3;8;104.70;-11.66;93.04
2025-03-09;Lille;app;6;6;20;239.30;-33.69;205.61
2025-03-09;Lille;web;8;8;32;293.90;-26.77;267.13
2025-03-09;Lyon;app;4;4;16;89.00;-12.45;76.55
2025-03-09;Lyon;web;3;3;8;45.00;-5.19;39.81
2025-03-09;Marseille;app;7;7;22;227.60;0.00;227.60
2025-03-09;Marseille;web;4;4;9;87.30;-24.83;62.47
2025-03-09;Nantes;app;9;8;29;213.40;-7.93;205.47
2025-03-09;Nantes;web;2;2;5;32.50;-7.91;24.59
2025-03-09;Nice;app;6;5;16;222.40;-13.58;208.82
2025-03-09;Nice;web;5;5;14;158.80;-43.23;115.57
2025-03-09;Paris;app;11;9;32;248.10;-4.87;243.23
2025-03-09;Paris;web;3;3;4;28.00;-18.69;9.31
2025-03-09;Toulouse;app;2;2;4;44.70;-13.17;31.53
2025-03-09;Toulouse;web;6;6;18;205.00;0.00;205.00
2025-03-10;Bordeaux;app;6;6;16;200.60;-28.34;172.26
2025-03-10;Bordeaux;web;9;8;36;469.70;-8.34;461.36
2025-03-10;Lille;app;4;4;16;125.30;-7.48;117.82
2025-03-10;Lille;web;6;6;21;222.00;-20.24;201.76
2025-03-10;Lyon;app;6;6;19;153.00;-13.93;139.07
2025-03-10;Lyon;web;4;4;11;122.50;-32.14;90.36
2025-03-10;Marseille;app;3;3;10;162.00;0.00;162.00
2025-03-10;Marseille;web;4;4;10;90.50;-16.91;73.59
2025-03-10;Nantes;app;6;5;17;111.40;-50.80;60.60
2025-03-10;Nantes;web;5;5;14;149.50;-7.78;141.72
2025-03-10;Nice;app;3;3;8;72.50;-6.25;66.25
2025-03-10;Nice;web;2;1;6;52.50;0.00;52.50
2025-03-10;Paris;app;4;4;11;77.70;-26.55;51.15
2025-03-10;Paris;web;9;8;32;286.20;-21.98;264.22
2025-03-10;Toulouse;app;6;6;17;182.50;0.00;182.50
2025-03-10;Toulouse;web;5;5;20;183.00;-28.57;154.43
2025-03-11;Bordeaux;app;4;4;14;150.00;-18.68;131.32
2025-03-11;Bordeaux;web;6;6;21;221.70;-18.50;203.20
2025-03-11;Lille;app;4;4;15;187.20;-27.37;159.83
2025-03-11;Lille;web;2;2;6;128.50;0.00;128.50
2025-03-11;Lyon;app;8;8;17;252.10;-50.89;201.21
2025-03-11;Lyon;web;5;5;10;89.30;-2.27;87.03
2025-03-11;Marseille;app;11;10;37;453.90;-67.18;386.72
2025-03-11;Marseille;web;5;5;17;123.60;-39.55;84.05
2025-03-11;Nantes;app;3;3;12;52.50;0.00;52.50
2025-03-11;Nantes;web;4;4;14;224.50;0.00;224.50
2025-03-11;Nice;app;5;4;9;57.00;0.00;57.00
2025-03-11;Nice;web;5;5;16;247.30;-51.08;196.22
2025-03-11;Paris;app;5;5;6;81.30;0.00;81.30
2025-03-11;Paris;web;2;1;7;37.50;0.00;37.50
2025-03-11;Toulouse;app;5;4;8;45.00;-9.57;35.43
2025-03-11;Toulouse;web;3;3;6;29.00;-9.44;19.56
2025-03-12;Bordeaux;app;8;8;27;371.20;-40.33;330.87
2025-03-12;Bordeaux;web;3;3;10;114.50;0.00;114.50
2025-03-12;Lille;app;2;2;8;136.50;-8.23;128.27
2025-03-12;Lille;web;4;4;10;63.00;-10.02;52.98
2025-03-12;Lyon;app;8;7;20;314.20;-20.97;293.23
2025-03-12;Lyon;web;6;6;19;112.80;-13.85;98.95
2025-03-12;Marseille;app;2;2;6;44.60;-25.40;19.20
2025-03-12;Marseille;web;4;4;15;254.10;-19.58;234.52
2025-03-12;Nantes;app;4;4;9;75.30;-28.33;46.97
2025-03-12;Nantes;web;7;7;19;108.30;-38.79;69.51
2025-03-12;Nice;app;3;3;7;44.70;-37.24;7.46
2025-03-12;Nice;web;5;5;13;128.80;-45.37;83.43
2025-03-12;Paris;app;6;6;16;247.10;-23.14;223.96
2025-03-12;Paris;web;5;5;16;197.20;-12.92;184.28
2025-03-12;Toulouse;app;9;9;28;234.50;-46.05;188.45
2025-03-12;Toulouse;web;10;10;25;322.50;-48.88;273.62
2025-03-13;Bordeaux;app;9;8;29;354.70;-5.86;348.84
2025-03-13;Bordeaux;web;1;1;1;4.00;0.00;4.00
2025-03-13;Lille;app;6;6;13;250.10;-18.49;231.61
2025-03-13;Lille;web;4;4;8;103.70;-7.79;95.91
2025-03-13;Lyon;app;6;6;18;109.80;-4.31;105.49
2025-03-13;Lyon;web;6;6;24;181.80;-18.91;162.89
2025-03-13;Marseille;app;5;4;18;200.50;0.00;200.50
2025-03-13;Marseille;web;6;5;19;189.30;-63.58;125.72
2025-03-13;Nantes;app;5;5;17;144.80;0.00;144.80
2025-03-13;Nantes;web;6;6;20;254.50;-34.69;219.81
2025-03-13;Nice;app;4;4;11;179.50;-12.59;166.91
2025-03-13;Nice;web;6;6;20;188.60;-15.42;173.18
2025-03-13;Paris;app;8;8;24;319.20;-9.57;309.63
2025-03-13;Paris;web;4;4;13;187.50;0.00;187.50
2025-03-13;Toulouse;app;4;4;17;202.10;0.00;202.10
2025-03-13;Toulouse;web;5;5;17;174.10;-35.53;138.57
2025-03-14;Bordeaux;app;1;1;2;30.00;0.00;30.00
2025-03-14;Bordeaux;web;10;10;33;242.40;-61.11;181.29
2025-03-14;Lille;app;2;2;3;13.00;-12.37;0.63
2025-03-14;Lille;web;8;8;29;378.40;-65.30;313.10
2025-03-14;Lyon;app;6;6;19;206.30;-16.42;189.88
2025-03-14;Lyon;web;8;8;22;307.00;-62.08;244.92
2025-03-14;Marseille;app;6;6;14;155.50;0.00;155.50
2025-03-14;Marseille;web;5;5;11;72.80;-56.31;16.49
2025-03-14;Nantes;app;3;3;7;52.40;0.00;52.40
2025-03-14;Nantes;web;5;5;20;440.80;-22.90;417.90
2025-03-14;Nice;app;4;4;15;174.00;-18.49;155.51
2025-03-14;Nice;web;6;6;17;147.00;0.00;147.00
2025-03-14;Paris;app;2;2;6;54.60;-27.31;27.29
2025-03-14;Paris;web;8;8;20;179.80;-50.12;129.68
2025-03-14;Toulouse;app;3;3;10;91.00;0.00;91.00
2025-03-15;Bordeaux;app;8;8;22;276.50;-39.05;237.45
2025-03-15;Bordeaux;web;6;6;18;217.20;-45.62;171.58
2025-03-15;Lille;app;9;9;34;336.00;-53.74;282.26
2025-03-15;Lille;web;6;6;18;258.10;-7.47;250.63
2025-03-15;Lyon;app;8;8;31;413.40;-27.98;385.42
2025-03-15;Lyon;web;4;4;12;110.30;-26.91;83.39
2025-03-15;Marseille;app;7;7;20;132.20;-46.57;85.63
2025-03-15;Marseille;web;6;6;15;229.50;-29.72;199.78
2025-03-15;Nantes;app;3;3;12;106.00;-15.15;90.85
2025-03-15;Nantes;web;5;5;20;138.50;-45.08;93.42
2025-03-15;Nice;app;4;4;11;77.50;0.00;77.50
2025-03-15;Nice;web;2;2;6;115.60;0.00;115.60
2025-03-15;Paris;app;3;3;7;20.50;-9.04;11.46
2025-03-15;Paris;web;3;3;6;20.00;-6.68;13.32
2025-03-15;Toulouse;app;7;6;29;294.50;-43.05;251.45
2025-03-15;Toulouse;web;4;3;9;88.90;-26.49;62.41
2025-03-16;Bordeaux;app;4;4;13;172.00;-28.34;143.66
2025-03-16;Bordeaux;web;7;7;21;254.00;-3.45;250.55
2025-03-16;Lille;app;4;4;12;112.70;-39.93;72.77
2025-03-16;Lille;web;5;5;17;179.60;-14.92;164.68
2025-03-16;Lyon;app;5;5;9;71.90;-18.00;53.90
2025-03-16;Lyon;web;6;5;18;219.00;-10.38;208.62
2025-03-16;Marseille;app;7;7;21;199.70;-18.60;181.10
2025-03-16;Marseille;web;3;3;7;139.50;-37.04;102.46
2025-03-16;Nantes;app;6;6;14;124.30;-1.09;123.21
2025-03-16;Nantes;web;7;7;23;445.80;-4.99;440.81
2025-03-16;Nice;app;4;4;16;92.00;0.00;92.00
2025-03-16;Nice;web;4;4;6;112.20;-24.67;87.53
2025-03-16;Paris;app;4;4;11;110.30;0.00;110.30
2025-03-16;Paris;web;3;3;11;129.50;0.00;129.50
2025-03-16;Toulouse;app;1;1;5;49.50;-4.48;45.02
2025-03-16;Toulouse;web;7;7;23;302.20;-9.38;292.82
2025-03-17;Bordeaux;app;5;4;14;166.10;-13.99;152.11
2025-03-17;Bordeaux;web;3;3;8;103.70;-12.11;91.59
2025-03-17;Lille;app;7;7;20;298.70;-64.51;234.19
2025-03-17;Lille;web;5;5;10;54.50;-10.74;43.76
2025-03-17;Lyon;app;5;5;20;132.20;-61.00;71.20
2025-03-17;Lyon;web;3;3;5;114.50;-12.66;101.84
2025-03-17;Marseille;app;6;5;19;278.90;-39.33;239.57
2025-03-17;Marseille;web;8;7;20;135.20;-25.03;110.17
2025-03-17;Nantes;app;5;5;18;213.70;0.00;213.70
2025-03-17;Nantes;web;4;4;11;72.60;-38.09;34.51
2025-03-17;Nice;app;8;8;18;184.10;-12.63;171.47
2025-03-17;Nice;web;3;3;8;96.30;-18.35;77.95
2025-03-17;Paris;app;5;5;16;92.00;-37.51;54.49
2025-03-17;Paris;web;6;5;14;118.00;-14.41;103.59
2025-03-17;Toulouse;app;8;7;29;348.20;-30.82;317.38
2025-03-17;Toulouse;web;3;3;13;204.20;-17.48;186.72
2025-03-18;Bordeaux;app;8;7;25;217.20;-16.65;200.55
2025-03-18;Bordeaux;web;3;3;9;91.00;-17.19;73.81
2025-03-18;Lille;app;7;7;19;164.90;0.00;164.90
2025-03-18;Lille;web;2;2;4;24.00;-5.27;18.73
2025-03-18;Lyon;app;6;6;14;100.00;-37.96;62.04
2025-03-18;Lyon;web;4;4;11;127.20;0.00;127.20
2025-03-18;Marseille;app;8;8;35;500.80;-5.33;495.47
2025-03-18;Marseille;web;3;3;9;85.00;-17.14;67.86
2025-03-18;Nantes;app;2;2;8;49.50;0.00;49.50
2025-03-18;Nantes;web;5;5;8;61.90;-27.08;34.82
2025-03-18;Nice;app;3;3;15;212.00;-16.92;195.08
2025-03-18;Nice;web;9;9;35;547.30;-16.54;530.76
2025-03-18;Paris;app;7;7;20;211.00;-38.58;172.42
2025-03-18;Paris;web;5;5;14;183.60;-4.53;179.07
2025-03-18;Toulouse;app;8;8;26;279.80;0.00;279.80
2025-03-18;Toulouse;web;6;6;17;134.90;-21.73;113.17
2025-03-19;Bordeaux;app;4;4;11;184.60;-2.56;182.04
2025-03-19;Bordeaux;web;8;8;25;367.40;-28.96;338.44
2025-03-19;Lille;app;6;6;22;156.50;-16.96;139.54
2025-03-19;Lille;web;5;5;14;140.20;0.00;140.20
2025-03-19;Lyon;app;8;8;21;180.50;-50.71;129.79
2025-03-19;Lyon;web;5;5;19;248.60;-19.58;229.02
2025-03-19;Marseille;app;5;5;15;157.60;-18.84;138.76
2025-03-19;Marseille;web;4;4;13;81.00;-25.35;55.65
2025-03-19;Nantes;app;3;3;8;77.20;-35.17;42.03
2025-03-19;Nantes;web;6;6;12;129.50;-67.07;62.43
2025-03-19;Nice;app;7;6;23;276.20;-45.73;230.47
2025-03-19;Nice;web;2;2;9;50.00;-17.51;32.49
2025-03-19;Paris;app;1;1;5;99.50;0.00;99.50
2025-03-19;Paris;web;4;4;12;129.50;-10.20;119.30
2025-03-19;Toulouse;app;5;5;16;83.20;-16.98;66.22
2025-03-19;Toulouse;web;5;5;19;216.70;-6.41;210.29
2025-03-20;Bordeaux;app;4;4;12;91.00;0.00;91.00
2025-03-20;Bordeaux;web;6;6;19;147.00;-3.70;143.30
2025-03-20;Lille;app;9;9;23;257.00;-26.83;230.17
2025-03-20;Lille;web;3;3;5;43.60;0.00;43.60
2025-03-20;Lyon;app;3;3;7;64.50;0.00;64.50
2025-03-20;Lyon;web;4;4;15;127.00;0.00;127.00
2025-03-20;Marseille;app;6;6;19;326.70;-7.13;319.57
2025-03-20;Marseille;web;5;5;13;92.90;-55.22;37.68
2025-03-20;Nantes;app;2;2;9;164.10;-9.20;154.90
2025-03-20;Nantes;web;5;5;15;118.00;-6.41;111.59
2025-03-20;Nice;app;5;5;20;249.20;-10.68;238.52
2025-03-20;Nice;web;4;4;13;139.30;0.00;139.30
2025-03-20;Paris;app;7;7;19;154.30;-18.67;135.63
2025-03-20;Paris;web;11;11;27;235.70;-26.36;209.34
2025-03-20;Toulouse;app;4;4;12;110.00;0.00;110.00
2025-03-20;Toulouse;web;5;5;17;212.00;0.00;212.00
2025-03-21;Bordeaux;app;4;4;9;119.50;0.00;119.50
2025-03-21;Bordeaux;web;9;9;24;283.70;-2.65;281.05
2025-03-21;Lille;app;4;4;15;266.50;-12.68;253.82
2025-03-21;Lille;web;15;14;48;434.40;-12.73;421.67
2025-03-21;Lyon;app;2;2;4;24.50;0.00;24.50
2025-03-21;Lyon;web;2;2;9;72.00;-11.09;60.91
2025-03-21;Marseille;app;9;9;31;362.00;-58.61;303.39
2025-03-21;Marseille;web;7;7;29;328.60;-39.09;289.51
2025-03-21;Nantes;app;4;4;15;198.00;0.00;198.00
2025-03-21;Nantes;web;6;6;16;119.50;-34.61;84.89
2025-03-21;Nice;app;4;4;8;109.60;0.00;109.60
2025-03-21;Nice;web;1;1;2;10.00;-13.76;-3.76
2025-03-21;Paris;app;4;4;13;286.80;-19.36;267.44
2025-03-21;Paris;web;5;5;12;110.40;0.00;110.40
2025-03-21;Toulouse;app;2;2;8;92.00;0.00;92.00
2025-03-21;Toulouse;web;5;5;16;195.00;-12.57;182.43
2025-03-22;Bordeaux;app;8;8;22;265.20;0.00;265.20
2025-03-22;Bordeaux;web;3;3;5;49.70;-5.15;44.55
2025-03-22;Lille;app;3;3;7;63.60;-19.30;44.30
2025-03-22;Lille;web;3;3;5;89.70;0.00;89.70
2025-03-22;Lyon;app;9;9;24;237.00;-14.65;222.35
2025-03-22;Lyon;web;6;6;19;275.10;0.00;275.10
2025-03-22;Marseille;app;4;4;10;152.10;-48.14;103.96
2025-03-22;Marseille;web;7;6;20;207.00;-16.36;190.64
2025-03-22;Nantes;app;3;3;14;92.50;-37.07;55.43
2025-03-22;Nantes;web;6;5;24;221.60;0.00;221.60
2025-03-22;Nice;app;3;3;12;56.50;-41.82;14.68
2025-03-22;Nice;web;2;2;5;94.50;-12.48;82.02
2025-03-22;Paris;app;3;3;6;42.00;0.00;42.00
2025-03-22;Paris;web;6;6;18;179.50;0.00;179.50
2025-03-22;Toulouse;app;7;7;17;190.10;-38.16;151.94
2025-03-22;Toulouse;web;3;3;5;57.30;-13.18;44.12
2025-03-23;Bordeaux;app;6;6;25;282.20;-17.82;264.38
2025-03-23;Bordeaux;web;3;3;3;36.40;0.00;36.40
2025-03-23;Lille;app;6;6;15;137.40;-22.74;114.66
2025-03-23;Lille;web;1;1;5;62.50;0.00;62.50
2025-03-23;Lyon;app;6;6;18;205.20;-17.52;187.68
2025-03-23;Lyon;web;5;5;13;170.80;-52.77;118.03
2025-03-23;Marseille;app;4;4;10;137.10;-71.89;65.21
2025-03-23;Marseille;web;7;7;24;350.00;-12.84;337.16
2025-03-23;Nantes;app;3;3;12;104.70;-15.18;89.52
2025-03-23;Nantes;web;7;7;19;187.40;-66.52;120.88
2025-03-23;Nice;app;4;4;15;154.60;-45.27;109.33
2025-03-23;Nice;web;8;8;22;285.70;-72.93;212.77
2025-03-23;Paris;app;4;4;12;63.00;-9.33;53.67
2025-03-23;Paris;web;5;5;17;148.50;-12.32;136.18
2025-03-23;Toulouse;app;3;3;5;27.90;-9.90;18.00
2025-03-23;Toulouse;web;3;3;9;114.20;-22.02;92.18
2025-03-24;Bordeaux;app;2;2;9;91.00;0.00;91.00
2025-03-24;Bordeaux;web;2;2;7;39.80;0.00;39.80
2025-03-24;Lille;app;8;8;22;167.50;-52.40;115.10
2025-03-24;Lille;web;3;3;3;19.90;-19.44;0.46
2025-03-24;Lyon;app;3;3;7;42.50;-12.94;29.56
2025-03-24;Lyon;web;7;7;20;315.80;-24.45;291.35
2025-03-24;Marseille;app;2;2;4;30.00;0.00;30.00
2025-03-24;Marseille;web;12;12;39;410.40;-68.79;341.61
2025-03-24;Nantes;app;10;9;34;349.80;-47.56;302.24
2025-03-24;Nantes;web;2;2;6;102.00;0.00;102.00
2025-03-24;Nice;app;5;5;16;274.10;-1.43;272.67
2025-03-24;Nice;web;3;3;8;127.20;-7.30;119.90
2025-03-24;Paris;app;5;5;15;118.00;0.00;118.00
2025-03-24;Paris;web;1;1;3;12.00;0.00;12.00
2025-03-24;Toulouse;app;4;4;9;40.00;-5.30;34.70
2025-03-24;Toulouse;web;4;3;11;150.50;-35.29;115.21
2025-03-25;Bordeaux;app;6;6;20;239.40;-24.37;215.03
2025-03-25;Bordeaux;web;5;5;13;104.90;-46.15;58.75
2025-03-25;Lille;app;4;4;9;133.60;-17.70;115.90
2025-03-25;Lille;web;6;6;17;313.30;-6.55;306.75
2025-03-25;Lyon;app;6;6;13;190.80;-56.68;134.12
2025-03-25;Lyon;web;8;8;28;309.00;-16.09;292.91
2025-03-25;Marseille;app;6;6;14;187.30;-12.26;175.04
2025-03-25;Marseille;web;7;7;19;184.70;-6.77;177.93
2025-03-25;Nantes;app;3;3;7;42.50;0.00;42.50
2025-03-25;Nantes;web;6;5;21;210.60;-22.19;188.41
2025-03-25;Nice;app;1;1;4;20.00;-2.75;17.25
2025-03-25;Nice;web;6;5;16;103.70;0.00;103.70
2025-03-25;Paris;app;2;2;4;99.60;-19.06;80.54
2025-03-25;Paris;web;7;7;22;236.50;0.00;236.50
2025-03-25;Toulouse;app;5;5;15;122.00;-11.55;110.45
2025-03-25;Toulouse;web;5;4;12;87.20;-12.40;74.80
2025-03-26;Bordeaux;app;2;2;4;44.70;0.00;44.70
2025-03-26;Bordeaux;web;9;8;33;391.00;-28.16;362.84
2025-03-26;Lille;app;7;7;25;246.40;-60.72;185.68
2025-03-26;Lille;web;4;4;14;129.50;-7.12;122.38
2025-03-26;Lyon;app;2;1;4;29.80;0.00;29.80
2025-03-26;Lyon;web;2;2;3;35.00;-29.09;5.91
2025-03-26;Marseille;app;8;8;21;270.70;-29.38;241.32
2025-03-26;Marseille;web;6;5;22;240.00;-10.26;229.74
2025-03-26;Nantes;app;6;5;25;303.30;-5.46;297.84
2025-03-26;Nantes;web;10;10;28;372.50;-52.91;319.59
2025-03-26;Nice;app;5;4;15;286.80;0.00;286.80
2025-03-26;Nice;web;5;5;14;219.00;-23.12;195.88
2025-03-26;Paris;app;3;3;8;129.70;-7.57;122.13
2025-03-26;Paris;web;2;1;8;100.00;0.00;100.00
2025-03-26;Toulouse;app;2;2;6;89.70;0.00;89.70
2025-03-26;Toulouse;web;2;2;5;56.90;0.00;56.90
2025-03-27;Bordeaux;app;6;6;14;141.20;-1.46;139.74
2025-03-27;Bordeaux;web;2;2;7;137.10;-17.86;119.24
2025-03-27;Lille;app;8;8;16;248.60;-22.32;226.28
2025-03-27;Lille;web;4;4;9;90.70;-24.59;66.11
2025-03-27;Lyon;app;3;3;9;73.90;-21.15;52.75
2025-03-27;Lyon;web;5;5;16;59.50;-15.17;44.33
2025-03-27;Marseille;app;6;6;20;283.70;-78.76;204.94
2025-03-27;Marseille;web;9;8;28;341.00;-47.45;293.55
2025-03-27;Nantes;app;9;8;36;251.30;-31.84;219.46
2025-03-27;Nantes;web;7;7;22;149.50;-33.98;115.52
2025-03-27;Nice;app;3;3;9;97.10;-11.25;85.85
